timestamp,mode,gps_lat,gps_lon,gps_alt,ekf_lat,ekf_lon,ekf_alt,uncertainty,step_count,pressure_hpa
2026-05-01 15:59:37.098,GPS LOCK,52.1983113,0.1204683,62.29999923706055,52.198305906190946,0.1204776917324623,-17.64649680897566,1.6454699832603739,0,1015.373203125
2026-05-01 15:59:38.310,GPS LOCK,52.1983113,0.1204683,62.29999923706055,52.19830589118767,0.12047762262408643,-17.639103333903726,1.7304563986795793,0,1015.36453125
2026-05-01 15:59:39.436,GPS DEGRADED,52.1983113,0.1204683,62.29999923706055,52.198305878135294,0.1204775603406574,-17.615654784352063,1.8154537784774303,0,1015.3425
2026-05-01 15:59:40.570,GPS DEGRADED,52.1983113,0.1204683,62.29999923706055,52.19830586625173,0.12047750432515537,-17.581990898937576,1.9005879988162568,0,1015.33296875
2026-05-01 15:59:41.672,GPS DEGRADED,52.1983113,0.1204683,62.29999923706055,52.19830585499883,0.12047745404415527,-17.556986541007504,1.9860877112999962,0,1015.394296875
2026-05-01 15:59:42.788,GPS DEGRADED,52.1983113,0.1204683,62.29999923706055,52.19830584466339,0.12047740870423694,-17.58574611066265,2.07183605621726,0,1015.36421875
2026-05-01 15:59:43.894,GPS LOCK,52.1983105,0.1204714,62.099998474121094,52.198306049354194,0.1204767258604407,-17.557023303957,1.5534099267109196,0,1015.29203125
2026-05-01 15:59:44.991,GPS LOCK,52.1983106,0.1204733,62.099998474121094,52.19830639326045,0.12047673848719977,-17.54729310442156,1.3683110994274665,0,1015.6146875
2026-05-01 15:59:46.390,GPS LOCK,52.1983106,0.1204733,62.099998474121094,52.198306380087494,0.12047666234233115,-17.532563118956567,1.4308285271799401,0,1015.269765625
2026-05-01 15:59:47.717,GPS DEGRADED,52.1983106,0.1204733,62.099998474121094,52.1983063654901,0.12047659497195788,-17.473737408459293,1.4987515642175522,0,1015.56265625
2026-05-01 15:59:49.062,GPS DEGRADED,52.1983106,0.1204733,62.099998474121094,52.19830635151208,0.12047653425757383,-17.487862825351755,1.5712734601615685,0,1015.263671875
2026-05-01 15:59:50.447,GPS DEGRADED,52.1983106,0.1204733,62.099998474121094,52.19830633799403,0.12047647986274485,-17.435627503576562,1.6472333516329667,0,1015.30484375
2026-05-01 15:59:51.753,GPS DEGRADED,52.1983106,0.1204733,62.099998474121094,52.19830632676767,0.12047643017399462,-17.43019639481967,1.7257547758116734,0,1015.2621875
2026-05-01 15:59:53.087,TRUENORTH ACTIVE,52.1983106,0.1204733,62.099998474121094,52.19830631823042,0.12047638421190104,-17.415766139337556,1.8063532871261307,0,1015.265390625
2026-05-01 15:59:54.441,TRUENORTH ACTIVE,52.1983106,0.1204733,62.099998474121094,52.19830631140412,0.12047634223645759,-17.38058163925638,1.888162950967444,0,1015.34171875
2026-05-01 15:59:55.813,TRUENORTH ACTIVE,52.1983106,0.1204733,62.099998474121094,52.19830630401073,0.12047630490813932,-17.336330678537475,1.9709204058201535,0,1015.22609375
2026-05-01 15:59:57.138,TRUENORTH ACTIVE,52.1983106,0.1204733,62.099998474121094,52.1983062969517,0.12047627131417606,-17.391902365989843,2.054210460242919,0,1015.2459375
2026-05-01 15:59:58.458,TRUENORTH ACTIVE,52.1983106,0.1204733,62.099998474121094,52.19830629084884,0.12047624078081746,-17.325174908290727,2.1376136986986984,0,1015.37375
2026-05-01 15:59:59.809,TRUENORTH ACTIVE,52.1983106,0.1204733,62.099998474121094,52.19830628498202,0.12047621333188309,-17.303395179731325,2.220875155871766,0,1015.52015625
2026-05-01 16:00:01.151,TRUENORTH ACTIVE,52.1983106,0.1204733,62.099998474121094,52.198306278811145,0.12047618898492639,-17.362710738941306,2.3037469228162717,0,1015.37328125
2026-05-01 16:00:02.453,TRUENORTH ACTIVE,52.1983106,0.1204733,62.099998474121094,52.19830627367056,0.12047616676728146,-17.476926679327846,2.3860020209907673,0,1015.459375
2026-05-01 16:00:03.654,TRUENORTH ACTIVE,52.1983106,0.1204733,62.099998474121094,52.19830626901439,0.12047614666427311,-17.465889720333713,2.4676643840348818,0,1015.46078125
2026-05-01 16:00:04.770,GPS LOCK,52.1983097,0.1204719,62.099998474121094,52.1983062430207,0.12047590358422688,-17.478638429948898,2.405689272308729,0,1015.338359375
2026-05-01 16:00:05.887,GPS LOCK,52.1983097,0.1204719,62.099998474121094,52.19830623851806,0.12047587938145439,-17.442254573855212,2.481761723913611,0,1015.21640625
2026-05-01 16:00:06.993,GPS DEGRADED,52.1983097,0.1204719,62.099998474121094,52.19830623400323,0.12047585813720864,-17.197273728950282,2.556082411950605,0,1015.19765625
2026-05-01 16:00:08.102,GPS DEGRADED,52.1983097,0.1204719,62.099998474121094,52.19830622824965,0.120475839136486,-17.136731373072827,2.6315588420521463,0,1015.2946875
2026-05-01 16:00:09.215,GPS DEGRADED,52.1983097,0.1204719,62.099998474121094,52.19830622233378,0.1204758222836767,-17.128520073920416,2.706938562720178,0,1015.310703125
2026-05-01 16:00:10.322,GPS LOCK,52.1983087,0.120473,62.099998474121094,52.1983062026003,0.12047521315158907,-17.141396523437866,2.0779650717575904,0,1015.329609375
2026-05-01 16:00:11.447,GPS LOCK,52.1983087,0.120473,62.099998474121094,52.198306192002974,0.12047518195745298,-17.153434011585084,2.1334207493667714,0,1015.323359375
2026-05-01 16:00:12.559,GPS LOCK,52.1983087,0.120473,62.099998474121094,52.19830618175103,0.12047515439535188,-17.16513904587927,2.191897791408415,0,1015.31421875
2026-05-01 16:00:13.674,GPS DEGRADED,52.1983087,0.120473,62.099998474121094,52.198306172239825,0.12047512976415314,-17.175359329420132,2.2530163579019575,0,1015.327734375
2026-05-01 16:00:14.791,GPS DEGRADED,52.1983087,0.120473,62.099998474121094,52.19830616355811,0.12047510761286723,-17.18901420455443,2.316412889077782,0,1015.32484375
2026-05-01 16:00:15.910,GPS DEGRADED,52.1983087,0.120473,62.099998474121094,52.19830615566159,0.12047508764667943,-17.19823578750295,2.381721652445866,0,1015.327734375
2026-05-01 16:00:17.029,GPS LOCK,52.1983087,0.120473,62.099998474121094,52.19830621456463,0.12047486482088032,-17.20497343084264,1.938797130454025,0,1015.326171875
2026-05-01 16:00:18.172,GPS LOCK,52.1983087,0.120473,62.099998474121094,52.19830620791264,0.12047484801473123,-17.20786532412891,1.9942224214411968,0,1015.32875
2026-05-01 16:00:19.297,GPS LOCK,52.1983068,0.1204727,62.099998474121094,52.19830610712305,0.12047424198902519,-17.208790514157904,1.6566895849212229,0,1015.316875
2026-05-01 16:00:20.411,GPS LOCK,52.198307,0.12048,62.099998474121094,52.1983064254592,0.12047554345789475,-17.204380742167714,1.5128096446860373,0,1015.305625
2026-05-01 16:00:21.523,GPS LOCK,52.1983076,0.1205003,62.099998474121094,52.19830709373163,0.12047840758279264,-17.195116335685945,1.4745770185727634,0,1015.308359375
2026-05-01 16:00:22.675,GPS LOCK,52.1983076,0.1205003,62.099998474121094,52.19830713100263,0.12047850142514972,-17.18818199217403,1.5321460770263575,0,1015.324609375
2026-05-01 16:00:23.790,GPS LOCK,52.1983102,0.1205573,62.099998474121094,52.19830807049029,0.12048212003057937,-17.183645461884268,1.5576648327399343,0,1015.31765625
2026-05-01 16:00:24.904,GPS LOCK,52.1983121,0.1204891,62.099998474121094,52.19830829140174,0.1204823911494923,-17.08513147057037,1.567077133348956,0,1015.4246875
2026-05-01 16:00:26.006,GPS LOCK,52.198313,0.1204863,62.099998474121094,52.19830858400784,0.12048293018160712,-17.10988333105639,1.567596280986212,0,1015.33359375
2026-05-01 16:00:27.124,GPS LOCK,52.1983143,0.120488,62.099998474121094,52.19830882043338,0.12048356814598031,-17.101321851101524,1.5989155318222172,0,1015.281875
2026-05-01 16:00:28.253,GPS LOCK,52.1983162,0.1204957,62.099998474121094,52.1983091959407,0.1204847167176566,-17.049024640563427,1.6019673892585082,0,1015.231171875
2026-05-01 16:00:29.382,GPS LOCK,52.19833,0.1204909,62.099998474121094,52.19830993448877,0.12048630271397191,-17.03720220916463,1.598408171167557,0,1015.29625
2026-05-01 16:00:30.491,GPS LOCK,52.1983278,0.1204779,62.099998474121094,52.19831023583792,0.12048690216367364,-17.069088462097188,1.609016126874786,0,1015.393203125
2026-05-01 16:00:31.591,GPS LOCK,52.1983278,0.1204887,62.099998474121094,52.19831064220223,0.12048796459115867,-17.119655203388024,1.6191410953830285,0,1015.273203125
2026-05-01 16:00:32.699,GPS LOCK,52.1983339,0.1205045,62.099998474121094,52.19831142259047,0.12048994119452691,-17.123590581891655,1.6415274304888547,0,1015.298359375
2026-05-01 16:00:33.788,GPS LOCK,52.1983403,0.1205197,62.099998474121094,52.19831251057469,0.12049298384120358,-17.135435288984567,1.661611770541874,0,1015.31078125
2026-05-01 16:00:34.915,GPS LOCK,52.1983407,0.1205424,62.099998474121094,52.19831403966952,0.12049848843609282,-17.112753596678147,1.6501439000866058,0,1015.2684375
2026-05-01 16:00:36.029,GPS LOCK,52.1983351,0.1205729,62.099998474121094,52.198315574961335,0.12050522947803505,-17.099915666359184,1.6512818087950416,0,1015.306796875
2026-05-01 16:00:37.139,GPS LOCK,52.1983301,0.1206144,62.099998474121094,52.1983171182941,0.12051375821608405,-17.110059286196343,1.6650594035649395,0,1015.345859375
2026-05-01 16:00:38.256,GPS LOCK,52.1983229,0.1206407,62.099998474121094,52.19831848641973,0.12052433626490257,-17.122377501049897,1.6665579854641297,0,1015.33875
2026-05-01 16:00:39.379,GPS LOCK,52.1983229,0.120669,62.099998474121094,52.19832115151408,0.12054679179161956,-17.108718999621406,1.6138478962995997,0,1015.284296875
2026-05-01 16:00:40.497,GPS LOCK,52.1983163,0.1206798,62.099998474121094,52.19832206068755,0.12056025013237925,-17.10837997883826,1.6190603212257122,0,1015.28
2026-05-01 16:00:41.594,GPS LOCK,52.1983156,0.1206997,62.099998474121094,52.19832285839443,0.1205752444126789,-17.12086674981189,1.622258523581045,0,1015.30078125
2026-05-01 16:00:42.713,GPS LOCK,52.198314,0.1207214,62.099998474121094,52.1983236337484,0.12059126581598122,-17.140001844618947,1.6254459911258405,0,1015.2984375
2026-05-01 16:00:43.812,GPS LOCK,52.1983163,0.1207527,62.099998474121094,52.19832469341739,0.12060957557525537,-17.13521914839009,1.6274762276076176,0,1015.32015625
2026-05-01 16:00:44.915,GPS LOCK,52.1983222,0.1207729,62.099998474121094,52.198327305682575,0.12062996283755172,-17.144651377819457,1.6187366844480222,0,1015.3290625
2026-05-01 16:00:46.037,GPS LOCK,52.1983338,0.1207837,62.099998474121094,52.198331927120506,0.12065024573452343,-17.15453290948695,1.582364446172172,0,1015.359375
2026-05-01 16:00:47.128,GPS LOCK,52.1983443,0.1207785,62.099998474121094,52.19833731648182,0.12066922916697628,-17.237003018414295,1.522708763596973,0,1015.396875
2026-05-01 16:00:48.244,GPS LOCK,52.198357,0.120775,62.099998474121094,52.19834335182706,0.12068682907071344,-17.384851144685385,1.4362214964500102,0,1015.464140625
2026-05-01 16:00:49.343,GPS LOCK,52.1983711,0.1208007,62.099998474121094,52.19835251642146,0.12071922214452104,-17.539170746346347,1.2820839071245402,0,1015.51578125
2026-05-01 16:00:50.462,GPS LOCK,52.1983539,0.1208414,62.099998474121094,52.19835730629607,0.12073695750821421,-17.71895319538775,1.24497771546423,0,1015.64140625
2026-05-01 16:00:51.568,GPS LOCK,52.1983436,0.1208598,62.099998474121094,52.19836091695683,0.12075555224256662,-17.874541198014512,1.226049724200935,0,1015.5121875
2026-05-01 16:00:52.666,GPS LOCK,52.1983249,0.1208677,62.099998474121094,52.19835828438831,0.1207739631703436,-17.947102100142736,1.1786887383833529,0,1015.671328125
2026-05-01 16:00:53.783,GPS LOCK,52.198317,0.1208754,62.099998474121094,52.198354507609835,0.12078931739490804,-17.969854770245625,1.138943155335567,0,1015.16453125
2026-05-01 16:00:54.885,GPS LOCK,52.1983082,0.1208722,62.099998474121094,52.19834890631491,0.12080250180869587,-18.35050599020569,1.1072573070478255,0,1015.749609375
2026-05-01 16:00:56.017,GPS LOCK,52.1982973,0.1208617,58.89999771118164,52.19834079949077,0.12081062449019664,-18.60704971657978,1.0656809315430174,0,1015.73078125
2026-05-01 16:00:57.131,GPS LOCK,52.1982909,0.1208435,58.89999771118164,52.198332061633316,0.1208119717733983,-18.83271424182502,1.022389142529911,0,1015.74734375
2026-05-01 16:00:58.246,GPS LOCK,52.198292,0.1208196,58.89999771118164,52.19832556372939,0.1208062590935496,-19.109145852925106,0.9752444817881212,0,1015.759921875
2026-05-01 16:00:59.353,GPS LOCK,52.1983189,0.1207878,58.89999771118164,52.19832290871444,0.12079682457724562,-19.431266621568057,0.8962543784651082,0,1015.943984375
2026-05-01 16:01:00.447,GPS LOCK,52.1983324,0.1208025,58.89999771118164,52.19832541202849,0.1207908777081124,-19.713347532504663,0.8692866371202442,0,1015.82796875
2026-05-01 16:01:01.541,GPS LOCK,52.1983318,0.1208316,58.89999771118164,52.1983300500983,0.12079108707165628,-19.9276880346986,0.838639378356017,0,1015.84171875
